comments,duration,event,film_date,languages,main_speaker,name,num_speaker,published_date,speaker_occupation,tags,title,views
507,544,TED2011,1299110400,41,Eli Pariser,"Eli Pariser: Beware online ""filter bubbles""",1,1304298000,Organizer and author,"['culture', 'global issues', 'journalism', 'politics', 'technology']","Beware online ""filter bubbles""",4039403
149,594,TEDWomen 2010,1292112000,32,Aicha el-Wafi + Phyllis Rodriguez,Aicha el-Wafi + Phyllis Rodriguez: The mothers who found forgiveness friendship,1,1304362260,9/11 mothers,"['culture', 'friendship', 'global issues', 'parenting', 'terrorism']",The mothers who found forgiveness friendship,820976
80,946,TED2011,1299024000,29,Carlo Ratti,Carlo Ratti: Architecture that senses and responds,1,1304433480,Architect and engineer,"['cities', 'design', 'entertainment', 'technology']",Architecture that senses and responds,657251
144,400,TED2011,1299024000,39,Suzanne Lee,Suzanne Lee: Grow your own clothes,1,1304520180,Designer,"['TED Fellows', 'bacteria', 'biology', 'biotech', 'creativity', 'design', 'fashion', 'materials', 'technology']",Grow your own clothes,1218882
363,954,TEDxCaltech,1294963200,34,Sean Carroll,Sean Carroll: Distant time and the hint of a multiverse,1,1304563200,Physicist cosmologist,"['String theory', 'TEDx', 'astronomy', 'cosmos', 'philosophy', 'physics', 'science', 'time', 'universe']",Distant time and the hint of a multiverse,1549458
162,468,TED2011,1299024000,40,Louie Schwartzberg,Louie Schwartzberg: The hidden beauty of pollination,1,1304691900,Filmmaker,"['beauty', 'bees', 'botany', 'evolution', 'film', 'garden', 'insects', 'life', 'nature', 'plants', 'science']",The hidden beauty of pollination,1885751
213,1075,TED2011,1299024000,35,Paul Nicklen,Paul Nicklen: Animal tales from icy wonderlands,1,1304951880,Polar photographer,"['animals', 'biodiversity', 'creativity', 'culture', 'design', 'entertainment', 'photography', 'storytelling']",Animal tales from icy wonderlands,2004519
94,580,TED2011,1299110400,32,Fiorenzo Omenetto,Fiorenzo Omenetto: Silk the ancient material of the future,1,1305038700,Biomedical engineer,"['biology', 'biomimicry', 'design', 'green', 'invention', 'life', 'medicine', 'science', 'technology']",Silk the ancient material of the future,747979
299,446,TED2011,1299024000,51,Ron Gutman,Ron Gutman: The hidden power of smiling,1,1305123240,Entrepreneur,"['body language', 'culture', 'happiness', 'science', 'society']",The hidden power of smiling,4653286
124,335,TED2011,1299024000,39,Amit Sood,Amit Sood: Building a museum of museums on the web,1,1305215280,Technologist,"['art', 'design', 'technology']",Building a museum of museums on the web,612377
69,881,TEDxCaltech,1294963200,30,Leonard Susskind,Leonard Susskind: My friend Richard Feynman,1,1305297180,Physicist,"['TEDx', 'culture', 'history', 'physics', 'science', 'storytelling']",My friend Richard Feynman,846544
170,1104,TED2011,1299110400,32,Ed Boyden,Ed Boyden: A light switch for neurons,1,1305462240,Neuroengineer,"['brain', 'neuroscience', 'science', 'technology']",A light switch for neurons,931567
143,1012,TED2011,1299024000,31,Thomas Heatherwick,Thomas Heatherwick: Building the Seed Cathedral,1,1305645000,Designer,"['architecture', 'biomimicry', 'creativity', 'design', 'science and art']",Building the Seed Cathedral,1586547
427,494,TED2011,1299024000,38,Elliot Krane,Elliot Krane: The mystery of chronic pain,1,1305728580,Pediatric anesthesiologist,"['Senses', 'brain', 'health', 'health care', 'pain', 'science']",The mystery of chronic pain,1778606
95,765,TED2011,1299110400,34,Edith Widder,Edith Widder: The weird wonderful world of bioluminescence,1,1305818400,Marine biologist,"['biology', 'deextinction', 'exploration', 'oceans', 'photography', 'science']",The weird wonderful world of bioluminescence,1215549
309,179,TED2005,1107302400,59,Terry Moore,Terry Moore: How to tie your shoes,1,1305903060,Thinker,"['culture', 'demo', 'entertainment']",How to tie your shoes,6263759
115,200,Gel Conference,1303948800,0,Improv Everywhere,Improv Everywhere: Gotta share!,1,1306083600,Pranksters,"['entertainment', 'social media']",Gotta share!,357454
79,1098,TED2011,1299024000,27,Aaron Koblin,Aaron Koblin: Visualizing ourselves ... with crowd-sourced data,1,1306112400,Data artist,"['art', 'collaboration', 'crowdsourcing', 'data', 'design', 'technology', 'visualizations']",Visualizing ourselves ... with crowd-sourced data,1474192
97,1389,TED2011,1299110400,26,Bruce Aylward,Bruce Aylward: How we'll stop polio for good,1,1306248840,Epidemiologist,"['Vaccines', 'disease', 'global issues', 'health', 'science']",How we'll stop polio for good,509375
165,644,TEDWomen 2010,1291420800,32,Shirin Neshat,Shirin Neshat: Art in exile,1,1306338560,Iranian visual artist,"['art', 'film', 'global issues', 'photography', 'women']",Art in exile,650274
615,1031,TEDxWarwick,1299110400,37,Mustafa Akyol,Mustafa Akyol: Faith versus tradition in Islam,1,1306430760,Journalist,"['Egypt', 'Islam', 'TEDx', 'culture', 'democracy', 'religion']",Faith versus tradition in Islam,1113407
72,561,TED2011,1299024000,39,Robert Gupta + Joshua Roman,"Robert Gupta + Joshua Roman: On violin and cello ""Passacaglia""",2,1306506993,Violinist,"['TED Fellows', 'collaboration', 'creativity', 'entertainment', 'live music']","On violin and cello ""Passacaglia""",769926
121,2761,Handheld Learning,1254787200,0,Malcolm McLaren,Malcolm McLaren: Authentic creativity vs. karaoke culture,1,1306774260,Provocateur,"['creativity', 'culture', 'entertainment']",Authentic creativity vs. karaoke culture,251313
169,548,TED2011,1299196800,32,Dennis Hong,Dennis Hong: Making a car for blind drivers,1,1306850700,Roboticist ,"['Blindness', 'Senses', 'design', 'sight', 'technology', 'transportation']",Making a car for blind drivers,703439
93,573,TED@Cannes,1276214400,38,Stefan Sagmeister,Stefan Sagmeister: 7 rules for making more happiness,1,1306940280,Graphic designer,"['TED Brain Trust', 'art', 'design', 'film', 'happiness', 'motivation']",7 rules for making more happiness,1670894
333,471,TED2011,1299024000,30,Aaron O'Connell,Aaron O'Connell: Making sense of a visible quantum object,1,1306972800,Physicist,"['philosophy', 'physics', 'science']",Making sense of a visible quantum object,1272198
188,324,TEDActive 2011,1299110400,39,Jessi Arrington,Jessi Arrington: Wearing nothing new,1,1307124300,Designer,"['consumerism', 'creativity', 'culture', 'design', 'fashion']",Wearing nothing new,1202928
135,978,TEDxSiliconValley,1305331200,30,Damon Horowitz,"Damon Horowitz: We need a ""moral operating system""",1,1307371080,Philosopher entrepreneur,"['TEDx', 'culture', 'philosophy', 'technology']","We need a ""moral operating system""",681873
189,996,TED2011,1299196800,31,Jack Horner,Jack Horner: Building a dinosaur from a chicken,1,1307404800,Dinosaur digger,"['dinosaurs', 'genetics', 'paleontology', 'science']",Building a dinosaur from a chicken,2442996
2492,566,TED2011,1299110400,35,Janet Echelman,Janet Echelman: Taking imagination seriously,1,1307489760,Artist,"['art', 'cities', 'culture', 'data', 'design', 'technology', 'visualizations']",Taking imagination seriously,1832930
383,553,TED2011,1299110400,28,Paul Romer,Paul Romer: The world's first charter city?,1,1307632440,Chief Economist and Senior Vice President World Bank,"['business', 'cities', 'culture', 'design', 'global issues']",The world's first charter city?,461382
241,1128,TEDxNorthwesternU,1292371200,28,Alice Dreger,Alice Dreger: Is anatomy destiny?,1,1307719680,Historian,"['Gender spectrum', 'TEDx', 'culture', 'gender']",Is anatomy destiny?,1071132
339,254,TEDActive 2011,1299110400,41,JD Schramm,JD Schramm: Break the silence for suicide attempt survivors,1,1307806740,Communicator,"['communication', 'culture', 'depression', 'mental health', 'storytelling', 'suicide']",Break the silence for suicide attempt survivors,1621707
123,1101,TEDxMaastricht,1301875200,23,Daniel Kraft,Daniel Kraft: Medicine's future? There's an app for that,1,1307970840,Physician scientist,"['TEDx', 'design', 'health care', 'science', 'technology']",Medicine's future? There's an app for that,869847
281,1008,TED2011,1299110400,30,Shea Hembrey,Shea Hembrey: How I became 100 artists,1,1308061740,Artist and curator,"['art', 'creativity', 'design', 'storytelling']",How I became 100 artists,1486880
199,1076,TEDxBG,1294444800,28,Steve Keil,Steve Keil: A manifesto for play for Bulgaria and beyond,1,1308150598,Entrepreneur,"['Europe', 'TEDx', 'business', 'culture', 'economics', 'play', 'social change']",A manifesto for play for Bulgaria and beyond,602203
121,251,TED2011,1299110400,41,Camille Seaman,Camille Seaman: Haunting photos of polar ice,1,1308237600,Photographer,"['TED Fellows', 'art', 'glacier', 'global issues', 'photography']",Haunting photos of polar ice,938456
226,389,Full Spectrum Auditions,1306195200,33,Onyx Ashanti,Onyx Ashanti: This is beatjazz,1,1308327480,Beatjazz inventor and controllerist,"['design', 'entertainment', 'live music', 'music', 'technology']",This is beatjazz,788065
100,1209,TED2011,1299024000,34,Maya Beiser,Maya Beiser: A cello with many voices,1,1308327780,Cellist,"['design', 'entertainment', 'live music', 'music', 'technology']",A cello with many voices,929077
279,1008,TED2011,1299110400,26,Bill Ford,Bill Ford: A future beyond traffic gridlock,1,1308581400,Executive chair Ford Motor Co.,"['cars', 'cities', 'design', 'driverless cars', 'infrastructure', 'mobility', 'technology']",A future beyond traffic gridlock,800056
220,653,TED2011,1299110400,38,Daniel Tammet,Daniel Tammet: Different ways of knowing,1,1308667620,Linguist educator,"['brain', 'culture']",Different ways of knowing,1751030
78,213,TED2007,1172880000,42,Jok Church,Jok Church: A circle of caring,1,1308753180,Cartoonist,"['culture', 'love', 'storytelling']",A circle of caring,727487
85,676,TEDSalon London Spring 2011,1305676800,32,Honor Harger,Honor Harger: A history of the universe in sound,1,1308844980,Artist,"['art', 'astronomy', 'design', 'entertainment', 'physics', 'sound', 'technology']",A history of the universe in sound,909194
235,351,Full Spectrum Auditions,1306195200,39,Joshua Walters,Joshua Walters: On being just crazy enough,1,1308930615,Comedian activist,"['brain', 'depression', 'entertainment', 'mental health', 'performance']",On being just crazy enough,1637656
471,737,TEDxSanMigueldeAllende,1288569600,36,Emiliano Salinas,Emiliano Salinas: A civil response to violence,1,1309131000,Community activist,"['TED en Español', 'TEDx', 'community', 'crime', 'global issues', 'peace', 'social change', 'terrorism', 'violence']",A civil response to violence,525446
232,1021,TED2011,1299024000,37,Rajesh Rao,Rajesh Rao: A Rosetta Stone for a lost language,1,1309219200,Computational neuroscientist,"['computers', 'history', 'language', 'science']",A Rosetta Stone for a lost language,1190085
199,991,TEDxMaastricht,1301875200,26,Dave deBronkart,Dave deBronkart: Meet e-Patient Dave,1,1309363260,e-Patient,"['TEDx', 'collaboration', 'culture', 'data', 'health care', 'science', 'technology']",Meet e-Patient Dave,534289
92,341,TED2011,1299110400,36,Robert Hammond,Robert Hammond: Building a park in the sky,1,1309445640,Friend of the High Line,"['activism', 'architecture', 'cities', 'culture', 'public spaces']",Building a park in the sky,704205
736,207,TED2011,1299110400,72,Matt Cutts,Matt Cutts: Try something new for 30 days,1,1309533240,Technologist,"['culture', 'success']",Try something new for 30 days,8838874
159,605,TED2011,1299110400,35,Nathan Myhrvold,Nathan Myhrvold: Cooking as never seen before,1,1309878480,Polymath,"['TED Brain Trust', 'art', 'creativity', 'design', 'entertainment', 'food', 'photography', 'technology']",Cooking as never seen before,1396197
197,828,TEDSalon London Spring 2011,1305676800,32,Jonathan Drori,Jonathan Drori: The beautiful tricks of flowers,1,1309910400,Educator,"['bees', 'biology', 'botany', 'environment', 'insects', 'life', 'plants', 'science', 'sex']",The beautiful tricks of flowers,938976
216,1337,INK Conference,1291161600,22,Simon Lewis,Simon Lewis: Don't take consciousness for granted,1,1309996800,Author producer,"['consciousness', 'medicine', 'technology']",Don't take consciousness for granted,690977
164,253,TED2011,1299024000,37,Nina Tandon,Nina Tandon: Caring for engineered tissue,1,1310083200,Tissue engineering researcher,"['TED Fellows', 'biology', 'biomimicry', 'biotech', 'science']",Caring for engineered tissue,490275
123,892,TEDGlobal 2011,1310428800,34,Rebecca MacKinnon,Rebecca MacKinnon: Let's take back the Internet!,1,1310552100,Internet freedom activist,"['Surveillance', 'culture', 'protests', 'social media']",Let's take back the Internet!,735708
264,1073,TEDGlobal 2011,1310428800,29,Maajid Nawaz,Maajid Nawaz: A global culture to fight extremism,1,1310639838,Anti-extremism activist,"['culture', 'democracy', 'global issues', 'politics']",A global culture to fight extremism,703559
316,1087,TEDGlobal 2011,1310515200,34,Tim Harford,Tim Harford: Trial error and the God complex,1,1310725320,Economist journalist and broadcaster,"['business', 'creativity', 'culture', 'society']",Trial error and the God complex,1734555
199,818,TEDGlobal 2011,1310515200,34,Nadia Al-Sakkaf,Nadia Al-Sakkaf: See Yemen through my eyes,1,1310998800,Journalist,"['communication', 'global issues', 'journalism', 'war', 'women']",See Yemen through my eyes,498409
222,1054,TEDGlobal 2011,1310601600,39,Mikko Hypponen,Mikko Hypponen: Fighting viruses defending the net,1,1311085677,Cybersecurity expert,"['Internet', 'TEDx', 'computers', 'crime', 'global issues', 'technology', 'virus']",Fighting viruses defending the net,1660801
621,835,TEDGlobal 2011,1310515200,37,Thandie Newton,Thandie Newton: Embracing otherness embracing myself,1,1311173580,Actor,"['culture', 'entertainment', 'film', 'psychology', 'self']",Embracing otherness embracing myself,2462734
292,922,TEDGlobal 2011,1310515200,36,Kevin Slavin,Kevin Slavin: How algorithms shape our world,1,1311259680,Algoworld expert,"['complexity', 'computers', 'social change', 'technology']",How algorithms shape our world,3688975
440,379,TEDGlobal 2011,1310688000,45,Markus Fischer,Markus Fischer: A robot that flies like a bird,1,1311344765,Designer,"['animals', 'biomechanics', 'biomimicry', 'design', 'robots', 'technology']",A robot that flies like a bird,6264902
212,1202,TEDGlobal 2011,1310688000,31,Rory Stewart,Rory Stewart: Time to end the war in Afghanistan,1,1311605760,Politician,"['Foreign Policy', 'Middle East', 'global issues', 'military', 'peace', 'war']",Time to end the war in Afghanistan,659276
238,1053,TEDGlobal 2011,1310428800,34,Geoffrey West,Geoffrey West: The surprising math of cities and corporations,1,1311690720,Theorist,"['biology', 'business', 'cities', 'complexity', 'infrastructure', 'math', 'science']",The surprising math of cities and corporations,1435933
